"filename","mentions","full.filename.txt","ObjectID","Name","File.Size","File.Size.in.Bytes","Num.PDFPages","COUNTRY","YEAR","EVENTTYPE","INTERNALEVENTNUM","INTERNALSYSNUM","SOURCE","TRANSLATOR","PUBLISHER","no.text","not.in.chronology","duplicated","language","not.available.in.english","txt.size","has.mention","year.has.mention","earliest.dem","latest.dem","latest.dem.not.amendment","last.constitution.in.force","first.constitution.in.force","mentions.only.in.amendment","has.gaps","gap.years","democracy.event"
"C:/Users/Marquez family/Dropbox/Downloading Constitutions/ccp/Albania_1993EnglishPrivate_18.txt","/The Republic of Albania is a democratic state, based on the rule of law./Man's dignity, his rights and freedoms, free development of his personality as well as the//Political pluralism is one of the fundamental conditions of democracy in the Albanian state./The political parties and other organizations are created and exercise their activity in//democratic rights of Albanians residing outside the state borders of the Republic.//The exercise of these freedoms and ri g hts may not he restricted, except in those cases/prescribed by law, which constitute necessary means in a democratic societ y in the interests of national/security, territorial integrity, public safety and order, or for the prevention of crime, for the protection/Freedom to manifest one's religion or beliefs shall he subject only to such limitations as are/prescribed by law and are necessary in a democratic society in the interest of public safety, for the/protection of public order, health and morals. or the rights and freedoms of others.//The Republic of Albania is a democratic state, based on the rule of law./Man's dignity, his rights and freedoms, free development of his personality as well as the//Political pluralism is one of the fundamental conditions of democracy in the Albanian state./The political parties and other organizations are created and exercise their activity in//democratic rights of Albanians residing outside the state borders of the Republic.//The exercise of these freedoms and ri g hts may not he restricted, except in those cases/prescribed by law, which constitute necessary means in a democratic societ y in the interests of national/security, territorial integrity, public safety and order, or for the prevention of crime, for the protection/Freedom to manifest one's religion or beliefs shall he subject only to such limitations as are/prescribed by law and are necessary in a democratic society in the interest of public safety, for the/protection of public order, health and morals. or the rights and freedoms of others.","Albania_1993EnglishPrivate_18.txt",18,"Albania's Constitution of 1991 with Amendments through 1993","3M",3691267,36,"Albania",1993,"amendment",1272,442,"Constitutions of the Countries of the World","Not Specified","Oceana Publications, Inc.",FALSE,FALSE,FALSE,"English",FALSE,123156,TRUE,TRUE,1928,2012,1998,1998,1914,FALSE,TRUE,FALSE,"amendment"
"C:/Users/Marquez family/Dropbox/Downloading Constitutions/ccp/Albania_1998_7892.txt","in God and/or other universal values, with determination /to  build  a  social  and  democratic  state  based  on  the  rule /of  law,  and  to  guarantee  the  fundamental  human  rights /1.  Political parties are created freely. Their organization shall /conform with democratic principles. /","Albania_1998_7892.txt",7892,"Albania's Constitution of 1998","247K",247385,65,"Albania",1998,"new",17,443,"United Nations Public Administration Network","Not Specified","United Nations Public Administration Network",FALSE,FALSE,TRUE,"English",FALSE,96854,TRUE,TRUE,1928,2012,1998,1998,1914,FALSE,TRUE,FALSE,"new"
"C:/Users/Marquez family/Dropbox/Downloading Constitutions/ccp/Albania_1998EnglishPrivate_19.txt","/with determination to build a social and democratic state based on the rule of law, and to /guarantee the fundamental human rights and freedoms, //1. Political parties are created freely. Their organization shall conform with democratic /principles.","Albania_1998EnglishPrivate_19.txt",19,"Albania's Constitution of 1998","176K",176175,49,"Albania",1998,"new",17,443,"Constitutions of the Countries of the World","Imholz, Kathleen and Krenar Loloci","Oceana Publications, Inc.",FALSE,FALSE,TRUE,"English",FALSE,87963,TRUE,TRUE,1928,2012,1998,1998,1914,FALSE,TRUE,FALSE,"new"
"C:/Users/Marquez family/Dropbox/Downloading Constitutions/ccp/Albania_2008EnglishPrivate_10747.txt","/with  determination  to  build  a  social  and  democratic  state  based  on  the  rule  of  law,  and  to  guarantee  the /fundamental human rights and freedoms,  / /1.  Political parties are created freely.  Their organization shall conform with democratic principles. /2.  Political  parties  and  other  organizations,  the  programs  and  activity  of  which  are  based  on  totalitarian","Albania_2008EnglishPrivate_10747.txt",10747,"Albania's Constitution of 1998 with Amendments through 2008","350K",350718,30,"Albania",2008,"amendment",3734,443,"http://www.unhcr.org/cgi-bin/texis/vtx/refworld/rwmain?page=country&docid=4c1f68912&skip=0&coi=ALB&querysi=constitution&searchin=title&display=10&sort=date","OSCE-Albania","REFWORLD, THE OFFICE OF THE UNITED NATIONS HIGH COMMISSIONER FOR REFUGEES",FALSE,TRUE,TRUE,"English",FALSE,102153,TRUE,TRUE,1928,2012,1998,1998,1914,FALSE,TRUE,FALSE,"amendment"
"C:/Users/Marquez family/Dropbox/Downloading Constitutions/ccp/Albania_2008EnglishPrivate_11468.txt","/EUROPEAN COMMISSION FOR DEMOCRACY THROUGH LAW /","Albania_2008EnglishPrivate_11468.txt",11468,"2008 Amendment to Albania's Constitution of 1998","95K",95316,5,"Albania",2008,"amendment",3734,443,"HeinOnline - Venice Commission","Not Specified","William S. Hein & Co., Inc.",FALSE,TRUE,TRUE,"English",FALSE,10517,TRUE,TRUE,1928,2012,1998,1998,1914,FALSE,TRUE,FALSE,"amendment"
"C:/Users/Marquez family/Dropbox/Downloading Constitutions/ccp/Albania_2012AlbanianPrivate_11938.txt","Ne,  PopuHi  I Shqipdrisd,  krenard dhe  td  vetedijsh~m  per  histor  n6  tone,  me  pergjegjesi  per W ardhmen,  me  besim  te  ZotU  dhelose  te/v~era  tb  tjera  universae,  me  vendosmin  pdr td  ndrtuar nj6 shtet  tb sd  drejts, demokraik e  social,  pdr td  garantuar  W drejtat  dhe///1.  Partite  politIke  krijohen  lirlslit.  Organizmi  I tyre duliet  te  perputhet  me  parirnet  demokratilke/2","Albania_2012AlbanianPrivate_11938.txt",11938,"Albania's Constitution of 1998 with Amendments through 2012","3M",3423608,23,"Albania",2012,"amendment",NA,NA,"HeinOnline - Kuvendi, Republika E Shqiperise","Not Applicable","William S. Hein & Co., Inc.",FALSE,TRUE,NA,"Albanian",TRUE,101973,TRUE,TRUE,1928,2012,1998,1998,1914,FALSE,TRUE,FALSE,"amendment"
"C:/Users/Marquez family/Dropbox/Downloading Constitutions/ccp/Algeria_1963EnglishPrivate_20.txt","Faithful to the program adopted by the National Council of the Algerian/Revolution in Tripoli, the democratic and popular Algerian Republic/will direct its activities toward the construction of the country in accord-/National Liberation Front undertook on November 1, 1954, the Algerian/people will continue its march toward a democratic and popular revolution.//— will base its organization and its structures on the principle of/democratic centralization./Only the party, a powerful organ of impulsion, which draws its strength/from the people will be able to break up the economic structures of the past/and substitute an economic power democratically exercised by the fellahs 1/and the laboring masses.//Art. 1.  Algeria is a democratic and popular republic./Art. 2.  It forms an integral part of the Arab Maghreb, of the Arab//Art. 10.  The fundamental objectives of the democratic and popular//of fellahs, workers and revolutionary intellectuals;/– the construction of a socialist democracy, the struggle against the/exploitation of man in all its forms;/Art. 26.  The National Liberation Front shall achieve the objectives/of the democratic and popular revolution and shall build socialism in/Algeria.","Algeria_1963EnglishPrivate_20.txt",20,"Algeria's Constitution of 1963","472K",472706,12,"Algeria",1963,"new",18,749,"Constitutions of Nations","Peaslee, Amos J.","Martinus Nijhoff",FALSE,FALSE,FALSE,"English",FALSE,24306,TRUE,TRUE,1963,2008,1963,1963,1963,FALSE,FALSE,FALSE,"new"
"C:/Users/Marquez family/Dropbox/Downloading Constitutions/ccp/Algeria_1976EnglishPrivate_11681.txt","/A r t,  1 - A l g e r ia  Is  a  peop le 's  democ ra t ic  repub l ic,  one  and  Indivisible. ///w i th in  wh ich  t he  w i ll  of  the  people  sha ll  be  exp ressed  and  democ racy  rea l ized. ///A rt  27 -  The S t a te  is democ ra t ic  in its objectives  and  func t ion ing. //A rt  29  - T h e S t a te  sha ll  transform  product ion  re la t ionsh ips,  d irect  the  national  economy,  and  ensure /its  development  based  on a  planning  that  is sc ien t i f ic  in  its con cep t ion,  democ ra t ic  in its  devising, /and  imperative  in its imp lemen ta t ion. //A rt  31  - T he  national  plan  sha ll  be  devised  in a democ ra t ic  way, //Art  34  -  The organization  of  the  State shall  rest on  the  principle  of  decentralization  based  on  the /democratization  of  institutions  and  the  BffBcths  involvement  of  the  massBS  in  the  management  of /public affairs. //In  i ts  popular  d imens ion,  and  to  meet  the  requirements  of  the  soc ia l ist  democ racy, /it  sha ll  be","Algeria_1976EnglishPrivate_11681.txt",11681,"Algeria's Constitution of 1963 with Amendments through 1976","5M",5639439,29,"Algeria",1976,"amendment",19,749,"http://www.conseil-constitutionnel.dz/indexAng.htm","Not Specified","Constitutional Council, The People's Democratic Republic of Algeria",FALSE,FALSE,TRUE,"English",FALSE,84080,TRUE,TRUE,1963,2008,1963,1963,1963,FALSE,FALSE,FALSE,"amendment"
"C:/Users/Marquez family/Dropbox/Downloading Constitutions/ccp/Algeria_1976FrenchPrivate_11517.txt","REPUBLIQUE/DEMOCRATIQUE//la/R16publique  Alg6rienne  D6mocratique  et  Populaire//ARTICLE  ier  :  Est  promulgu6e  la  Constitution  de  la  Rdpublique/AIg~rienne  D~mocratique  et  Populaire  dont  le  texte  suit  et  qui/prend  effet  A  dater  de  sa  publication  au  Journal  Officiel  de /la/R6publique  AIg~rienne  D~mocratique  et  Populaire.//:  La  pr~sente  ordonnance  sera  publide  au  Journal/Officiel  de  la  Rpublique  Algdrienne  D6mocratique  et  Populaire.///L'Algdrie  est  une  Rpublique  Ddmocratique  et  Popu-//I'Etat.  Elle  constitue  le  cadre  dans  lequel  s'exprime  la/volontd  populaire  et  se  r6alise  la  d6mocratie.///L'Etat  est  d~mocratique  dans  ses  objectifs  et  dans//la  base  d'une  planification  scientifique  dans  sa  concep-/tion, d6mocratique  dans  son  elaboration,  imp6rative  dans/son  application.//L'6laboration  du  Plan  national  est democratique./Le  peuple  y  participe  par  l'interm6diaire  de  ses  as-/L'organisation  de  I'Etat  repose  sur  le  principe  de  la/d6centralisation  fond6e  sur  la  d6mocratisation  des  ins-/titutions  et  la  participation  effective  des  masses  popu-/Dans  sa  dimension  populaire,  et  pour  r6pondre  aux/n6cessit6s  de  la  d6mocratie  socialiste,  il  se  r6alise  par/I'intermddiaire  des  institutions  6lues  h tous  les  niveaux,","Algeria_1976FrenchPrivate_11517.txt",11517,"Algeria's Constitution of 1963 with Amendments through 1976","1M",1640211,73,"Algeria",1976,"amendment",19,749,"HeinOnline","Not Applicable","William S. Hein & Co., Inc.",FALSE,FALSE,TRUE,"French",FALSE,80428,TRUE,TRUE,1963,2008,1963,1963,1963,FALSE,FALSE,FALSE,"amendment"
"C:/Users/Marquez family/Dropbox/Downloading Constitutions/ccp/Algeria_1979EnglishPrivate_11682.txt","In  Mew  of  Ed ict  n°  76-97  of 22  November  1976,  bearing  promu lga t ion  of  t he  Cons t i tu t ion  of  the /Peop le 's  Democra t ic  Republic  of A lge r ia, //A r t.  14 -  Th is  law bearing  cons t i tu t ional  revision  sha ll  be  pub l ished  in  the  Official  Gazette  of the /Peop le 's  Democra t ic  Republic  of A lge r ia. /","Algeria_1979EnglishPrivate_11682.txt",11682,"1979 Amendment to Algeria's Constitution of 1963","571K",571904,2,"Algeria",1979,"amendment",NA,NA,"http://www.conseil-constitutionnel.dz/indexAng.htm","Not Specified","Constitutional Council, The People's Democratic Republic of Algeria",FALSE,TRUE,NA,"English",FALSE,7892,TRUE,TRUE,1963,2008,1963,1963,1963,FALSE,FALSE,FALSE,"amendment"
"C:/Users/Marquez family/Dropbox/Downloading Constitutions/ccp/Algeria_1979FrenchPrivate_10788.txt","portant  promulgation  de  la  Constitution  de  la  Repu-/WjIque  algerienne  democratique  et  populalre,//io/aigerienne  dimocratlque  et  populaire./","Algeria_1979FrenchPrivate_10788.txt",10788,"1979 Amendment to Algeria's Constitution of 1963","92K",92112,2,"Algeria",1979,"amendment",NA,NA,"HeinOnline","Not Specified","William S. Hein & Co., Inc. ",FALSE,TRUE,NA,"French",TRUE,7091,TRUE,TRUE,1963,2008,1963,1963,1963,FALSE,FALSE,FALSE,"amendment"
"C:/Users/Marquez family/Dropbox/Downloading Constitutions/ccp/Algeria_1980EnglishPrivate_11683.txt","In  Mew of  Ed ict  n°  76 -97  of  22  November  1976,  bearing  promulgaUon  of  the  Cons t i tu t ion  of  t he /Peop le 's  Democra t ic  Republic  of A lge r ia, //A r t.  2  -  This  law  bearing  cons t i tu t ional  revision  sha ll  be  pub l ished  in  the  Official  Ga ze t te  of  t he /Peop le 's  Democra t ic  Republic  of A lge r ia. /","Algeria_1980EnglishPrivate_11683.txt",11683,"1980 Amendment to Algeria's Constitution of 1963","141K",141561,1,"Algeria",1980,"amendment",NA,NA,"http://www.conseil-constitutionnel.dz/indexAng.htm","Not Specified","Constitutional Council, The People's Democratic Republic of Algeria",FALSE,TRUE,NA,"English",FALSE,1893,TRUE,TRUE,1963,2008,1963,1963,1963,FALSE,FALSE,FALSE,"amendment"
"C:/Users/Marquez family/Dropbox/Downloading Constitutions/ccp/Algeria_1980FrenchPrivate_11680.txt","C  T^f*  R E P U B L I Q UE  A L G E R I E N NE /DEMOCRATIQUE  ET  POPULAIRE //R E P U B L I Q UE  A L G E R I E N NE /DEMOCRATIQUE  ET  POPULAIRE //Le  document  qui suit,  concernant la  Constitution  de  la République Algé(cid:173)/rienne Démocratique et Populaire approuvée par  le peuple par référendum /en date du  19 novembre  1976, comprend : /cennie  depuis  le  redressement  historique  du  19 juin  1965,  pour  doter /la  Nation  d 'un  Etat  organisé  sur  une  base  moderne  et  démocratique, /transformer  les  idées  progressistes  de  la  Révolution  en  réalisations //L'Algérie  est  une  République  démocratique  et  populaire,  une //constitue  le  cadre  dans  lequel  s'exprime  la  volonté  popu la ire  et  se /réalise  la  démocratie. ///L 'E tat  est  démocratique  dans  ses objectifs  et  dans  son  fonctionne(cid:173)//nationale  et  assure  son  développement  sur  la  base  d 'une  planification /scientifique  dans  sa  conception,  démocratique  dans  son  élaboration, /impérative  dans  son  application. //L 'é labora t ion  du  Plan  national  est  démocra t ique. ///tion  fondée  sur  la  démocratisation  des  institutions  et  la  participation /effective  des  masses  populaires  à  la  gestion  des  affaires  publiques. /Dans  sa  dimension  populaire,  et  pour  répondre  aux  nécessités /de  la  démocratie  socialiste,  il  se  réalise  par  l'intermédiaire  des  institu(cid:173)/tions  élues  à  tous  les  niveaux,  Assemblée  populaire  nationale,  Assem(cid:173)/La  présente  loi  por tant  révision  constitutionnelle  sera  publiée  au /Journal officiel  de  la  République  algérienne  démocratique  et  populaire. //ARTICLE  PREMIER  :  Est  promulguée  la  Constitution  de  la  République /Algérienne  Démocratique  et  Populaire  dont  le  texte  suit  et  qui  prend  effet  à /dater  de sa publication  au Journal  Officiel  de  la  République  Algérienne  Démo(cid:173)//de  la  République  Algérienne  Démocratique  et  Populaire. //Vu  l 'ordonnance  n°  76-97  du  22  novembre  1976  po r tant  promul(cid:173)/gation  de  la  Constitution  de  la  République  algérienne  démocratique  et /populaire, /Ar t.  14.  -  La  présente  loi  po r tant  révision  constitutionnelle  sera /publiée  au  Journal  officiel  de  la  République  algérienne  démocratique /et  populaire. /Vu  l 'ordonnance  n°  76-97  du  22  novembre  1976  po r tant  promul(cid:173)/gation  de  la  Constitution  de  la  République  algérienne  démocratique /et  populaire  ; /Ar t.  2.  -  La  présente  loi  po r tant  révision  constitutionnelle  sera /publiée  au  Journal officiel  de  la  République  algérienne  démocratique  et /populaire.","Algeria_1980FrenchPrivate_11680.txt",11680,"Algeria's Constitution of 1963 with Amendments through 1980","1M",1977722,90,"Algeria",1980,"amendment",NA,NA,"HeinOnline - Ministry of Information and Culture","Not Applicable","William S. Hein & Co., Inc.",FALSE,TRUE,NA,"French",TRUE,104684,TRUE,TRUE,1963,2008,1963,1963,1963,FALSE,FALSE,FALSE,"amendment"
